1219042;0.572375;4.69528531420570000000
18442;0.00270104;1.46461338249640000000
61484;0.012027;1.95611866501850000000
852905;0.400257;4.69286731816550000000
9857;0.00246191;2.49762605255140000000
14422;0.00361204;2.50453473859380000000
3763306;2.18607;5.80890844379910000000
316740;0.0539091;1.70199848456140000000
1036208;0.179341;1.73074324845970000000
608502;0.132167;2.17200600819710000000
1029655;0.19491;1.89296414818550000000
300321;0.053586;1.78429080883450000000
429190;0.129843;3.02530347864580000000
40620;0.0117488;2.89236829148200000000
66357;0.0221901;3.34404810344040000000
65072;0.00930309;1.42966099090230000000
17944;0.00226617;1.26291239411500000000
43961;0.00890398;2.02542708309630000000
208821;0.0481269;2.30469636674470000000
553030;0.598567;10.82340921830640000000
181313;0.0319932;1.76452874311270000000
762048;0.272761;3.57931521373980000000
65538;0.011831;1.80521224327870000000
530727;0.152959;2.88206554405560000000
335872;0.05339;1.58959365472560000000
9857;0.00209594;2.12634675864860000000
1893783;0.811422;4.28466197024680000000
71954;0.0242262;3.36690107568720000000
149445;0.0434029;2.90427247482350000000
11661;0.00234985;2.01513592316260000000
177578;0.0438249;2.46792395454390000000
1215648;0.322655;2.65418114454180000000
38789;0.00665092;1.71464074866580000000
183576;0.0849142;4.62556107552180000000
86425;0.024868;2.87740815736180000000
71399;0.0217249;3.04274569671840000000
137957;0.073844;5.35268235754610000000
801310;0.568896;7.09957444684320000000
2478;0.00101304;4.08813559322030000000
1425142;0.958768;6.72752609915360000000
1041454;0.710595;6.82310500511780000000
216112;0.153587;7.10682423928330000000
15786215;26.6528;16.88359115848850000000
6584;0.00301695;4.58224483596590000000
17001132;5.93391;3.49030288100810000000
601198;0.235908;3.92396514958460000000
14974381;3.00239;2.00501777001660000000
2521607;1.04398;4.14013761859000000000
71954;0.026792;3.72349000750470000000
34996;0.010601;3.02920333752420000000
18205;0.00487709;2.67898379566050000000
11535;0.00201201;1.74426527958380000000
599985;0.396798;6.61346533663340000000
859825;0.220991;2.57018579362070000000
599998;0.14751;2.45850819502730000000
